"Jahr";"Monat";"Bundesland";"Temperatur";"Niederschlag";"Sonnendauer"
1883;7;"Mecklenburg.Vorpommern";17.69;81.4;NA
1883;7;"Niedersachsen";16.83;107.6;NA
1883;7;"Niedersachsen.Hamburg.Bremen";16.84;107.5;NA
1883;7;"Nordrhein.Westfalen";16.44;132.7;NA
1883;7;"Rheinland.Pfalz";16.16;126.1;NA
1883;7;"Schleswig.Holstein";17.17;97.2;NA
1883;7;"Saarland";16.24;137.8;NA
1883;7;"Sachsen";17.08;125.2;NA
1883;7;"Sachsen.Anhalt";17.61;85.4;NA
1883;7;"Thueringen.Sachsen.Anhalt";16.94;93.9;NA
1883;7;"Thueringen";16.1;104.6;NA
1883;7;"Deutschland";16.66;116.9;NA
1883;8;"Brandenburg.Berlin";16.9;49.9;NA
1883;8;"Brandenburg";16.89;50.1;NA
1883;8;"Baden.Wuerttemberg";15.89;56.6;NA
1883;8;"Bayern";15.16;48.4;NA
1883;8;"Hessen";15.9;42;NA
1883;8;"Mecklenburg.Vorpommern";15.98;78.3;NA
1883;8;"Niedersachsen";15.97;59.2;NA
1883;8;"Niedersachsen.Hamburg.Bremen";15.97;59.4;NA
1883;8;"Nordrhein.Westfalen";16.15;58.2;NA
1883;8;"Rheinland.Pfalz";16.13;45.8;NA
1883;8;"Schleswig.Holstein";15.83;79.1;NA
1883;8;"Saarland";16.44;49.8;NA
1883;8;"Sachsen";15.87;59.1;NA
1883;8;"Sachsen.Anhalt";16.59;36.2;NA
1883;8;"Thueringen.Sachsen.Anhalt";16.04;37.6;NA
1883;8;"Thueringen";15.36;39.3;NA
1883;8;"Deutschland";15.9;54;NA
1883;9;"Brandenburg.Berlin";14.76;48;NA
1883;9;"Brandenburg";14.75;48;NA
1883;9;"Baden.Wuerttemberg";12.77;93.7;NA
1883;9;"Bayern";12.61;91.9;NA
1883;9;"Hessen";12.98;64.8;NA
1883;9;"Mecklenburg.Vorpommern";14.03;37.1;NA
1883;9;"Niedersachsen";13.51;57.7;NA
1883;9;"Niedersachsen.Hamburg.Bremen";13.52;57.6;NA
1883;9;"Nordrhein.Westfalen";13.44;76.8;NA
1883;9;"Rheinland.Pfalz";13.05;82.4;NA
1883;9;"Schleswig.Holstein";13.6;65.4;NA
1883;9;"Saarland";13.11;97.7;NA
1883;9;"Sachsen";13.75;73.3;NA
1883;9;"Sachsen.Anhalt";14.21;45.7;NA
1883;9;"Thueringen.Sachsen.Anhalt";13.6;51.8;NA
1883;9;"Thueringen";12.83;59.4;NA
1883;9;"Deutschland";13.36;70.4;NA
1883;10;"Brandenburg.Berlin";9.56;57.2;NA
1883;10;"Brandenburg";9.55;57.2;NA
1883;10;"Baden.Wuerttemberg";7.67;78.1;NA
1883;10;"Bayern";7.05;65.8;NA
1883;10;"Hessen";8.36;67;NA
1883;10;"Mecklenburg.Vorpommern";9.19;67.6;NA
1883;10;"Niedersachsen";9.39;64.8;NA
1883;10;"Niedersachsen.Hamburg.Bremen";9.4;64.9;NA
1883;10;"Nordrhein.Westfalen";9.35;66.4;NA
1883;10;"Rheinland.Pfalz";8.39;81.3;NA
1883;10;"Schleswig.Holstein";9.4;92;NA
1883;10;"Saarland";8.39;96.5;NA
1883;10;"Sachsen";8.57;66.3;NA
1883;10;"Sachsen.Anhalt";9.33;54.4;NA
1883;10;"Thueringen.Sachsen.Anhalt";8.84;56.4;NA
1883;10;"Thueringen";8.23;58.9;NA
1883;10;"Deutschland";8.53;67.7;NA
1883;11;"Brandenburg.Berlin";4.92;42.8;NA
1883;11;"Brandenburg";4.91;42.8;NA
1883;11;"Baden.Wuerttemberg";4.03;79.9;NA
1883;11;"Bayern";2.79;63.8;NA
1883;11;"Hessen";4.44;83.4;NA
1883;11;"Mecklenburg.Vorpommern";4.59;57;NA
1883;11;"Niedersachsen";5.17;72.6;NA
1883;11;"Niedersachsen.Hamburg.Bremen";5.17;72.5;NA
1883;11;"Nordrhein.Westfalen";5.32;99.7;NA
1883;11;"Rheinland.Pfalz";4.72;90.2;NA
1883;11;"Schleswig.Holstein";4.88;92.5;NA
1883;11;"Saarland";4.82;116.5;NA
1883;11;"Sachsen";3.9;42.6;NA
1883;11;"Sachsen.Anhalt";4.86;41.7;NA
1883;11;"Thueringen.Sachsen.Anhalt";4.45;47.9;NA
1883;11;"Thueringen";3.93;55.7;NA
1883;11;"Deutschland";4.32;69.3;NA
1883;12;"Brandenburg.Berlin";1.4;57.3;NA
1883;12;"Brandenburg";1.39;57.1;NA
1883;12;"Baden.Wuerttemberg";-0.03;81.7;NA
1883;12;"Bayern";-1.01;88.8;NA
1883;12;"Hessen";1.06;75.6;NA
1883;12;"Mecklenburg.Vorpommern";1.68;62.3;NA
1883;12;"Niedersachsen";2.09;85.7;NA
1883;12;"Niedersachsen.Hamburg.Bremen";2.09;85.7;NA
1883;12;"Nordrhein.Westfalen";2.04;98.1;NA
1883;12;"Rheinland.Pfalz";1.28;75;NA
1883;12;"Schleswig.Holstein";2.16;102.2;NA
1883;12;"Saarland";1.27;89.2;NA
1883;12;"Sachsen";0.14;67.5;NA
1883;12;"Sachsen.Anhalt";1.32;53.4;NA
1883;12;"Thueringen.Sachsen.Anhalt";0.88;61.7;NA
1883;12;"Thueringen";0.32;72;NA
1883;12;"Deutschland";0.84;79.3;NA
1884;1;"Brandenburg.Berlin";3.35;51.6;NA
1884;1;"Brandenburg";3.34;51.5;NA
1884;1;"Baden.Wuerttemberg";2.34;65.4;NA
1884;1;"Bayern";1.22;58.4;NA
1884;1;"Hessen";2.97;71.8;NA
1884;1;"Mecklenburg.Vorpommern";3.16;58.5;NA
1884;1;"Niedersachsen";3.99;86.6;NA
1884;1;"Niedersachsen.Hamburg.Bremen";3.99;86.7;NA
1884;1;"Nordrhein.Westfalen";4.17;96.2;NA
1884;1;"Rheinland.Pfalz";3.24;69.2;NA
1884;1;"Schleswig.Holstein";3.56;93.4;NA
1884;1;"Saarland";3.24;80.6;NA
1884;1;"Sachsen";2.39;55.8;NA
1884;1;"Sachsen.Anhalt";3.32;50.7;NA
1884;1;"Thueringen.Sachsen.Anhalt";2.93;54;NA
1884;1;"Thueringen";2.43;58.1;NA
1884;1;"Deutschland";2.86;68.4;NA
1884;2;"Brandenburg.Berlin";2.89;22.9;NA
1884;2;"Brandenburg";2.88;22.8;NA
1884;2;"Baden.Wuerttemberg";2.55;45;NA
1884;2;"Bayern";1.19;25.6;NA
1884;2;"Hessen";2.56;38.5;NA
1884;2;"Mecklenburg.Vorpommern";2.78;29.7;NA
1884;2;"Niedersachsen";3.65;29.4;NA
1884;2;"Niedersachsen.Hamburg.Bremen";3.65;29.4;NA
1884;2;"Nordrhein.Westfalen";4.03;37.7;NA
1884;2;"Rheinland.Pfalz";2.91;44.5;NA
1884;2;"Schleswig.Holstein";3.33;45.6;NA
1884;2;"Saarland";3.54;53.9;NA
1884;2;"Sachsen";2.16;24.9;NA
1884;2;"Sachsen.Anhalt";2.99;22.8;NA
1884;2;"Thueringen.Sachsen.Anhalt";2.61;26.5;NA
1884;2;"Thueringen";2.13;31.1;NA
1884;2;"Deutschland";2.66;32.2;NA
1884;3;"Brandenburg.Berlin";4.44;27.9;NA
1884;3;"Brandenburg";4.43;27.9;NA
1884;3;"Baden.Wuerttemberg";5.01;28.8;NA
1884;3;"Bayern";3.73;27.8;NA
1884;3;"Hessen";5.07;25.4;NA
1884;3;"Mecklenburg.Vorpommern";3.91;23.7;NA
1884;3;"Niedersachsen";5.21;31.4;NA
1884;3;"Niedersachsen.Hamburg.Bremen";5.21;31.3;NA
1884;3;"Nordrhein.Westfalen";5.86;31.5;NA
1884;3;"Rheinland.Pfalz";5.33;24.2;NA
1884;3;"Schleswig.Holstein";4.42;30.3;NA
1884;3;"Saarland";5.93;23.1;NA
1884;3;"Sachsen";4.1;40.5;NA
1884;3;"Sachsen.Anhalt";4.79;30.3;NA
1884;3;"Thueringen.Sachsen.Anhalt";4.53;30.4;NA
1884;3;"Thueringen";4.19;30.6;NA
1884;3;"Deutschland";4.65;29.1;NA
1884;4;"Brandenburg.Berlin";6.13;31.8;NA
1884;4;"Brandenburg";6.12;31.8;NA
1884;4;"Baden.Wuerttemberg";6.53;48.2;NA
1884;4;"Bayern";5.56;42.6;NA
1884;4;"Hessen";6.18;29.9;NA
1884;4;"Mecklenburg.Vorpommern";5.54;22.5;NA
1884;4;"Niedersachsen";6.37;28.8;NA
1884;4;"Niedersachsen.Hamburg.Bremen";6.37;28.8;NA
1884;4;"Nordrhein.Westfalen";6.93;31.1;NA
1884;4;"Rheinland.Pfalz";6.59;35.7;NA
1884;4;"Schleswig.Holstein";5.89;21.5;NA
1884;4;"Saarland";6.96;33;NA
1884;4;"Sachsen";5.19;43.7;NA
1884;4;"Sachsen.Anhalt";6.1;34.9;NA
1884;4;"Thueringen.Sachsen.Anhalt";5.68;33.8;NA
1884;4;"Thueringen";5.15;32.5;NA
1884;4;"Deutschland";6.06;35;NA
1884;5;"Brandenburg.Berlin";13.32;51.4;NA
1884;5;"Brandenburg";13.31;51.3;NA
1884;5;"Baden.Wuerttemberg";12.96;61.6;NA
1884;5;"Bayern";12.41;52.2;NA
1884;5;"Hessen";12.61;67.1;NA
1884;5;"Mecklenburg.Vorpommern";12.12;55.5;NA
1884;5;"Niedersachsen";12.56;57.2;NA
1884;5;"Niedersachsen.Hamburg.Bremen";12.56;57.2;NA
1884;5;"Nordrhein.Westfalen";12.99;69.2;NA
1884;5;"Rheinland.Pfalz";12.91;65.9;NA
1884;5;"Schleswig.Holstein";11.79;61.7;NA
1884;5;"Saarland";13.23;69.5;NA
1884;5;"Sachsen";12.68;48.8;NA
1884;5;"Sachsen.Anhalt";13.2;48;NA
1884;5;"Thueringen.Sachsen.Anhalt";12.73;50;NA
1884;5;"Thueringen";12.15;52.6;NA
1884;5;"Deutschland";12.67;57.4;NA
1884;6;"Brandenburg.Berlin";14.26;85.8;NA
1884;6;"Brandenburg";14.25;85.5;NA
1884;6;"Baden.Wuerttemberg";12.72;85.1;NA
1884;6;"Bayern";12.1;116.6;NA
1884;6;"Hessen";12.88;57.9;NA
1884;6;"Mecklenburg.Vorpommern";13.82;56.2;NA
1884;6;"Niedersachsen";13.28;73.8;NA
1884;6;"Niedersachsen.Hamburg.Bremen";13.29;73.5;NA
1884;6;"Nordrhein.Westfalen";13.35;55.9;NA
1884;6;"Rheinland.Pfalz";13.35;44.7;NA
1884;6;"Schleswig.Holstein";13.69;52.1;NA
1884;6;"Saarland";13.7;45.2;NA
1884;6;"Sachsen";12.91;108.1;NA
1884;6;"Sachsen.Anhalt";13.77;85.6;NA
1884;6;"Thueringen.Sachsen.Anhalt";13.21;83.5;NA
1884;6;"Thueringen";12.51;80.9;NA
1884;6;"Deutschland";13.09;80.6;NA
1884;7;"Brandenburg.Berlin";19.19;91.9;NA
1884;7;"Brandenburg";19.17;91.9;NA
1884;7;"Baden.Wuerttemberg";18.26;90;NA
1884;7;"Bayern";17.7;111.5;NA
1884;7;"Hessen";18.18;82.3;NA
1884;7;"Mecklenburg.Vorpommern";18.08;96.6;NA
1884;7;"Niedersachsen";18.1;97.7;NA
1884;7;"Niedersachsen.Hamburg.Bremen";18.11;97.5;NA
1884;7;"Nordrhein.Westfalen";18.35;103.2;NA
1884;7;"Rheinland.Pfalz";18.63;88.8;NA
1884;7;"Schleswig.Holstein";17.83;100.7;NA
1884;7;"Saarland";18.81;93.6;NA
1884;7;"Sachsen";18.32;98;NA
1884;7;"Sachsen.Anhalt";18.69;86.8;NA
1884;7;"Thueringen.Sachsen.Anhalt";18.15;83.6;NA
1884;7;"Thueringen";17.47;79.5;NA
1884;7;"Deutschland";18.2;96.8;NA
1884;8;"Brandenburg.Berlin";17.54;27.3;NA
1884;8;"Brandenburg";17.52;27.3;NA
1884;8;"Baden.Wuerttemberg";17.27;87.2;NA
1884;8;"Bayern";16.24;92.5;NA
1884;8;"Hessen";16.97;77.6;NA
1884;8;"Mecklenburg.Vorpommern";17.05;29.5;NA
1884;8;"Niedersachsen";17.23;50;NA
1884;8;"Niedersachsen.Hamburg.Bremen";17.23;49.7;NA
1884;8;"Nordrhein.Westfalen";17.66;70.2;NA
1884;8;"Rheinland.Pfalz";17.57;64.3;NA
1884;8;"Schleswig.Holstein";17.06;29.1;NA
1884;8;"Saarland";17.99;58.9;NA
1884;8;"Sachsen";16.53;41.3;NA
1884;8;"Sachsen.Anhalt";17.25;29.4;NA
1884;8;"Thueringen.Sachsen.Anhalt";16.71;42.6;NA
1884;8;"Thueringen";16.02;59.3;NA
1884;8;"Deutschland";17.01;61.1;NA
1884;9;"Brandenburg.Berlin";15.34;46.2;NA
1884;9;"Brandenburg";15.32;46;NA
1884;9;"Baden.Wuerttemberg";13.58;39.5;NA
1884;9;"Bayern";13;33.5;NA
1884;9;"Hessen";14;30.3;NA
1884;9;"Mecklenburg.Vorpommern";15.1;42.9;NA
1884;9;"Niedersachsen";14.91;55.4;NA
1884;9;"Niedersachsen.Hamburg.Bremen";14.92;55.8;NA
1884;9;"Nordrhein.Westfalen";14.91;39.4;NA
1884;9;"Rheinland.Pfalz";14.23;29.9;NA
1884;9;"Schleswig.Holstein";15.07;77.3;NA
1884;9;"Saarland";14.22;36;NA
1884;9;"Sachsen";14.23;38.6;NA
1884;9;"Sachsen.Anhalt";14.8;47.6;NA
1884;9;"Thueringen.Sachsen.Anhalt";14.14;39.9;NA
1884;9;"Thueringen";13.3;30.3;NA
1884;9;"Deutschland";14.25;41.8;NA
1884;10;"Brandenburg.Berlin";8.52;79.6;NA
1884;10;"Brandenburg";8.51;79.7;NA
1884;10;"Baden.Wuerttemberg";7.43;73.1;NA
1884;10;"Bayern";6.59;106.5;NA
1884;10;"Hessen";7.73;81.2;NA
1884;10;"Mecklenburg.Vorpommern";8.79;77;NA
1884;10;"Niedersachsen";8.73;98.4;NA
1884;10;"Niedersachsen.Hamburg.Bremen";8.74;98.5;NA
1884;10;"Nordrhein.Westfalen";8.61;87.4;NA
1884;10;"Rheinland.Pfalz";8;74.6;NA
1884;10;"Schleswig.Holstein";9.09;106.6;NA
1884;10;"Saarland";7.93;80.6;NA
1884;10;"Sachsen";7.44;97.6;NA
1884;10;"Sachsen.Anhalt";8.28;80.6;NA
1884;10;"Thueringen.Sachsen.Anhalt";7.78;82.1;NA
1884;10;"Thueringen";7.15;84.1;NA
1884;10;"Deutschland";7.9;89.6;NA
1884;11;"Brandenburg.Berlin";1.82;50.1;NA
1884;11;"Brandenburg";1.81;50;NA
1884;11;"Baden.Wuerttemberg";1.56;39.5;NA
1884;11;"Bayern";0.38;35.2;NA
1884;11;"Hessen";1.89;31.4;NA
1884;11;"Mecklenburg.Vorpommern";2.05;46.8;NA
1884;11;"Niedersachsen";2.64;59.6;NA
1884;11;"Niedersachsen.Hamburg.Bremen";2.63;59.6;NA
1884;11;"Nordrhein.Westfalen";3.09;47.2;NA
1884;11;"Rheinland.Pfalz";2.34;31.3;NA
1884;11;"Schleswig.Holstein";2.37;62.4;NA
1884;11;"Saarland";2.46;37.6;NA
1884;11;"Sachsen";1.04;45.3;NA
1884;11;"Sachsen.Anhalt";1.84;50.7;NA
1884;11;"Thueringen.Sachsen.Anhalt";1.43;47.6;NA
1884;11;"Thueringen";0.91;43.7;NA
1884;11;"Deutschland";1.74;44.7;NA
1884;12;"Brandenburg.Berlin";2.5;68.9;NA
1884;12;"Brandenburg";2.49;68.6;NA
1884;12;"Baden.Wuerttemberg";1.02;113;NA
1884;12;"Bayern";0.16;94.8;NA
1884;12;"Hessen";1.92;106;NA
1884;12;"Mecklenburg.Vorpommern";2.33;61.2;NA
1884;12;"Niedersachsen";2.46;86.9;NA
1884;12;"Niedersachsen.Hamburg.Bremen";2.47;86.7;NA
1884;12;"Nordrhein.Westfalen";2.68;139.3;NA
1884;12;"Rheinland.Pfalz";2.14;127.2;NA
1884;12;"Schleswig.Holstein";2.24;86.7;NA
1884;12;"Saarland";2.12;156.9;NA
1884;12;"Sachsen";1.49;81.3;NA
1884;12;"Sachsen.Anhalt";2.21;68.6;NA
1884;12;"Thueringen.Sachsen.Anhalt";1.77;77.9;NA
1884;12;"Thueringen";1.22;89.6;NA
1884;12;"Deutschland";1.69;95.5;NA
1885;1;"Brandenburg.Berlin";-2.15;19.1;NA
1885;1;"Brandenburg";-2.16;19;NA
1885;1;"Baden.Wuerttemberg";-3.88;19.1;NA
1885;1;"Bayern";-4.91;16.6;NA
1885;1;"Hessen";-2.66;22.2;NA
1885;1;"Mecklenburg.Vorpommern";-1.71;22.7;NA
1885;1;"Niedersachsen";-1.44;33.6;NA
1885;1;"Niedersachsen.Hamburg.Bremen";-1.44;33.8;NA
1885;1;"Nordrhein.Westfalen";-1.14;35.9;NA
1885;1;"Rheinland.Pfalz";-2.01;26.5;NA
1885;1;"Schleswig.Holstein";-1.09;46.7;NA
1885;1;"Saarland";-2;31.8;NA
1885;1;"Sachsen";-2.87;18.7;NA
1885;1;"Sachsen.Anhalt";-2.86;18.4;NA
1885;1;"Thueringen.Sachsen.Anhalt";-3.36;18.4;NA
1885;1;"Thueringen";-3.98;18.4;NA
1885;1;"Deutschland";-2.79;24.2;NA
1885;2;"Brandenburg.Berlin";2.45;29.7;NA
1885;2;"Brandenburg";2.44;29.6;NA
1885;2;"Baden.Wuerttemberg";3.55;79.1;NA
1885;2;"Bayern";1.42;40.6;NA
1885;2;"Hessen";3.31;55.1;NA
1885;2;"Mecklenburg.Vorpommern";2.27;33.5;NA
1885;2;"Niedersachsen";4.05;45.8;NA
1885;2;"Niedersachsen.Hamburg.Bremen";4.04;45.9;NA
1885;2;"Nordrhein.Westfalen";5.08;55.2;NA
1885;2;"Rheinland.Pfalz";4.01;64.6;NA
1885;2;"Schleswig.Holstein";2.85;58.4;NA
1885;2;"Saarland";4.73;78.2;NA
1885;2;"Sachsen";1.98;34.4;NA
1885;2;"Sachsen.Anhalt";2.72;29.6;NA
1885;2;"Thueringen.Sachsen.Anhalt";2.57;34.5;NA
1885;2;"Thueringen";2.38;40.7;NA
1885;2;"Deutschland";2.97;47.5;NA
1885;3;"Brandenburg.Berlin";2.48;32.8;NA
1885;3;"Brandenburg";2.47;32.7;NA
1885;3;"Baden.Wuerttemberg";2.85;105.3;NA
1885;3;"Bayern";1.69;68.3;NA
1885;3;"Hessen";2.61;53.3;NA
1885;3;"Mecklenburg.Vorpommern";1.99;23.8;NA
1885;3;"Niedersachsen";2.94;30;NA
1885;3;"Niedersachsen.Hamburg.Bremen";2.94;29.9;NA
1885;3;"Nordrhein.Westfalen";3.25;40.7;NA
1885;3;"Rheinland.Pfalz";2.84;59.1;NA
1885;3;"Schleswig.Holstein";2.57;20.7;NA
1885;3;"Saarland";3.59;73.9;NA
1885;3;"Sachsen";1.97;50.6;NA
1885;3;"Sachsen.Anhalt";2.63;35.1;NA
1885;3;"Thueringen.Sachsen.Anhalt";2.34;41.3;NA
1885;3;"Thueringen";1.98;49;NA
1885;3;"Deutschland";2.46;51.2;NA
1885;4;"Brandenburg.Berlin";10.24;39.6;NA
1885;4;"Brandenburg";10.23;39.6;NA
1885;4;"Baden.Wuerttemberg";9.36;37.6;NA
1885;4;"Bayern";8.88;25.7;NA
1885;4;"Hessen";9.38;27.5;NA
1885;4;"Mecklenburg.Vorpommern";8.31;45.6;NA
1885;4;"Niedersachsen";9.05;39.8;NA
1885;4;"Niedersachsen.Hamburg.Bremen";9.05;40.1;NA
1885;4;"Nordrhein.Westfalen";9.64;27.8;NA
1885;4;"Rheinland.Pfalz";9.35;42.3;NA
1885;4;"Schleswig.Holstein";7.88;52.3;NA
1885;4;"Saarland";9.6;53;NA
1885;4;"Sachsen";9.72;32.9;NA
1885;4;"Sachsen.Anhalt";9.97;39;NA
1885;4;"Thueringen.Sachsen.Anhalt";9.57;31.9;NA
1885;4;"Thueringen";9.05;22.9;NA
1885;4;"Deutschland";9.23;34.9;NA
1885;5;"Brandenburg.Berlin";11.28;64.8;NA
1885;5;"Brandenburg";11.27;64.7;NA
1885;5;"Baden.Wuerttemberg";9.7;111;NA
1885;5;"Bayern";9.59;96.7;NA
1885;5;"Hessen";9.66;73.3;NA
1885;5;"Mecklenburg.Vorpommern";9.87;64.8;NA
1885;5;"Niedersachsen";9.79;80.9;NA
1885;5;"Niedersachsen.Hamburg.Bremen";9.79;80.9;NA
1885;5;"Nordrhein.Westfalen";9.88;83.3;NA
1885;5;"Rheinland.Pfalz";9.82;76.9;NA
1885;5;"Schleswig.Holstein";9.38;78.9;NA
1885;5;"Saarland";9.94;84.4;NA
1885;5;"Sachsen";10.65;72.7;NA
1885;5;"Sachsen.Anhalt";10.73;66.7;NA
1885;5;"Thueringen.Sachsen.Anhalt";10.25;68.4;NA
1885;5;"Thueringen";9.65;70.6;NA
1885;5;"Deutschland";9.95;82.4;NA
1885;6;"Brandenburg.Berlin";17.87;62;NA
1885;6;"Brandenburg";17.84;62;NA
1885;6;"Baden.Wuerttemberg";17.16;66.1;NA
1885;6;"Bayern";16.65;58.7;NA
1885;6;"Hessen";16.42;58.9;NA
1885;6;"Mecklenburg.Vorpommern";16.16;76.9;NA
1885;6;"Niedersachsen";16.08;71.7;NA
1885;6;"Niedersachsen.Hamburg.Bremen";16.07;71.4;NA
1885;6;"Nordrhein.Westfalen";16.57;73.9;NA
1885;6;"Rheinland.Pfalz";16.9;70.3;NA
1885;6;"Schleswig.Holstein";15.26;61.3;NA
1885;6;"Saarland";17.27;70.3;NA
1885;6;"Sachsen";17.1;52.2;NA
1885;6;"Sachsen.Anhalt";17.21;51.8;NA
1885;6;"Thueringen.Sachsen.Anhalt";16.75;54.5;NA
1885;6;"Thueringen";16.18;57.8;NA
1885;6;"Deutschland";16.67;64.2;NA
1885;7;"Brandenburg.Berlin";18.5;53.7;NA
1885;7;"Brandenburg";18.49;53.6;NA
1885;7;"Baden.Wuerttemberg";17.42;113.2;NA
1885;7;"Bayern";16.94;105;NA
1885;7;"Hessen";16.83;64.1;NA
1885;7;"Mecklenburg.Vorpommern";17.67;26.8;NA
1885;7;"Niedersachsen";17.14;35.7;NA
1885;7;"Niedersachsen.Hamburg.Bremen";17.15;35.4;NA
1885;7;"Nordrhein.Westfalen";17.32;46.1;NA
1885;7;"Rheinland.Pfalz";17.22;72.1;NA
1885;7;"Schleswig.Holstein";17.2;21.3;NA
1885;7;"Saarland";17.53;72.4;NA
1885;7;"Sachsen";17.27;82.5;NA
1885;7;"Sachsen.Anhalt";17.87;56.4;NA
1885;7;"Thueringen.Sachsen.Anhalt";17.2;59.2;NA
1885;7;"Thueringen";16.35;62.7;NA
1885;7;"Deutschland";17.3;67.3;NA
1885;8;"Brandenburg.Berlin";15.18;69.6;NA
1885;8;"Brandenburg";15.18;69.6;NA
1885;8;"Baden.Wuerttemberg";15.32;66.2;NA
1885;8;"Bayern";14.56;62.6;NA
1885;8;"Hessen";14.27;59.6;NA
1885;8;"Mecklenburg.Vorpommern";14.36;67;NA
1885;8;"Niedersachsen";14.12;74.5;NA
1885;8;"Niedersachsen.Hamburg.Bremen";14.12;74.4;NA
1885;8;"Nordrhein.Westfalen";14.43;68.4;NA
1885;8;"Rheinland.Pfalz";14.73;69.9;NA
1885;8;"Schleswig.Holstein";14.12;72.5;NA
1885;8;"Saarland";15.15;73.5;NA
1885;8;"Sachsen";14.51;78.6;NA
1885;8;"Sachsen.Anhalt";14.81;70.3;NA
1885;8;"Thueringen.Sachsen.Anhalt";14.34;67.5;NA
1885;8;"Thueringen";13.75;64;NA
1885;8;"Deutschland";14.56;68.1;NA
1885;9;"Brandenburg.Berlin";13.8;52.2;NA
1885;9;"Brandenburg";13.79;52.2;NA
1885;9;"Baden.Wuerttemberg";12.62;115.1;NA
1885;9;"Bayern";12.32;112.5;NA
1885;9;"Hessen";12.56;63;NA
1885;9;"Mecklenburg.Vorpommern";12.65;62.6;NA
1885;9;"Niedersachsen";12.51;71.2;NA
1885;9;"Niedersachsen.Hamburg.Bremen";12.51;71.3;NA
1885;9;"Nordrhein.Westfalen";12.79;82.4;NA
1885;9;"Rheinland.Pfalz";12.82;79.7;NA
1885;9;"Schleswig.Holstein";12.18;90.7;NA
1885;9;"Saarland";12.9;95.1;NA
1885;9;"Sachsen";13.26;72.1;NA
1885;9;"Sachsen.Anhalt";13.42;44.9;NA
1885;9;"Thueringen.Sachsen.Anhalt";12.98;50.8;NA
1885;9;"Thueringen";12.43;58.1;NA
1885;9;"Deutschland";12.73;81.7;NA
1885;10;"Brandenburg.Berlin";8.29;54.5;NA
1885;10;"Brandenburg";8.28;54.5;NA
1885;10;"Baden.Wuerttemberg";7.02;118.6;NA
1885;10;"Bayern";6.67;88.1;NA
1885;10;"Hessen";7.41;108.8;NA
1885;10;"Mecklenburg.Vorpommern";7.68;61.5;NA
1885;10;"Niedersachsen";7.73;94.5;NA
1885;10;"Niedersachsen.Hamburg.Bremen";7.73;94.5;NA
1885;10;"Nordrhein.Westfalen";7.8;115.2;NA
1885;10;"Rheinland.Pfalz";7.35;121.8;NA
1885;10;"Schleswig.Holstein";7.5;116.5;NA
1885;10;"Saarland";7.34;152.2;NA
1885;10;"Sachsen";7.58;64;NA
1885;10;"Sachsen.Anhalt";7.91;55;NA
1885;10;"Thueringen.Sachsen.Anhalt";7.57;63.8;NA
1885;10;"Thueringen";7.15;74.8;NA
1885;10;"Deutschland";7.42;91.1;NA
1885;11;"Brandenburg.Berlin";2.47;36.3;NA
1885;11;"Brandenburg";2.47;36.2;NA
1885;11;"Baden.Wuerttemberg";3.68;57;NA
1885;11;"Bayern";2.61;66.1;NA
1885;11;"Hessen";2.76;63.3;NA
1885;11;"Mecklenburg.Vorpommern";2.12;29.1;NA
1885;11;"Niedersachsen";2.36;42.5;NA
1885;11;"Niedersachsen.Hamburg.Bremen";2.36;42.2;NA
1885;11;"Nordrhein.Westfalen";3.35;66.1;NA
1885;11;"Rheinland.Pfalz";3.5;56.6;NA
1885;11;"Schleswig.Holstein";2.28;33.3;NA
1885;11;"Saarland";3.86;67.6;NA
1885;11;"Sachsen";2.37;48.9;NA
1885;11;"Sachsen.Anhalt";2.26;37.2;NA
1885;11;"Thueringen.Sachsen.Anhalt";2.03;45.2;NA
1885;11;"Thueringen";1.74;55.3;NA
1885;11;"Deutschland";2.69;51.8;NA
1885;12;"Brandenburg.Berlin";0.37;36.1;NA
1885;12;"Brandenburg";0.36;36;NA
1885;12;"Baden.Wuerttemberg";-0.94;102.5;NA
1885;12;"Bayern";-1.9;89.4;NA
1885;12;"Hessen";-0.66;42.7;NA
1885;12;"Mecklenburg.Vorpommern";0.79;23.6;NA
1885;12;"Niedersachsen";0.92;26.5;NA
1885;12;"Niedersachsen.Hamburg.Bremen";0.92;26.4;NA
1885;12;"Nordrhein.Westfalen";0.72;39.7;NA
1885;12;"Rheinland.Pfalz";-0.45;53.6;NA
1885;12;"Schleswig.Holstein";1.32;32;NA
1885;12;"Saarland";-0.35;72.8;NA
1885;12;"Sachsen";-0.81;57.4;NA
1885;12;"Sachsen.Anhalt";0.22;31.9;NA
1885;12;"Thueringen.Sachsen.Anhalt";-0.24;36.1;NA
1885;12;"Thueringen";-0.82;41.3;NA
1885;12;"Deutschland";-0.27;54.1;NA
1886;1;"Brandenburg.Berlin";-0.96;34.8;NA
1886;1;"Brandenburg";-0.96;34.8;NA
1886;1;"Baden.Wuerttemberg";-1.44;71.2;NA
1886;1;"Bayern";-2.95;40;NA
1886;1;"Hessen";-1.01;56.4;NA
1886;1;"Mecklenburg.Vorpommern";-0.97;41;NA
1886;1;"Niedersachsen";-0.41;62.8;NA
1886;1;"Niedersachsen.Hamburg.Bremen";-0.41;63.1;NA
1886;1;"Nordrhein.Westfalen";0.19;87.4;NA
1886;1;"Rheinland.Pfalz";-0.34;73.5;NA
