"Jahr";"Monat";"Bundesland";"Temperatur";"Niederschlag";"Sonnendauer"
1898;12;"Nordrhein.Westfalen";4.48;71.3;NA
1898;12;"Rheinland.Pfalz";3.02;44.1;NA
1898;12;"Schleswig.Holstein";4.85;86.2;NA
1898;12;"Saarland";3.02;46.9;NA
1898;12;"Sachsen";2.99;53.2;NA
1898;12;"Sachsen.Anhalt";4.15;41.5;NA
1898;12;"Thueringen.Sachsen.Anhalt";3.5;44.4;NA
1898;12;"Thueringen";2.68;48;NA
1898;12;"Deutschland";3.02;52.9;NA
1899;1;"Brandenburg.Berlin";2.29;58.2;NA
1899;1;"Brandenburg";2.28;58;NA
1899;1;"Baden.Wuerttemberg";2.25;115.7;NA
1899;1;"Bayern";0.64;92.5;NA
1899;1;"Hessen";2.22;88.4;NA
1899;1;"Mecklenburg.Vorpommern";2.16;63.6;NA
1899;1;"Niedersachsen";2.91;79.7;NA
1899;1;"Niedersachsen.Hamburg.Bremen";2.92;79.6;NA
1899;1;"Nordrhein.Westfalen";3.32;103.2;NA
1899;1;"Rheinland.Pfalz";2.68;98.2;NA
1899;1;"Schleswig.Holstein";2.88;81.6;NA
1899;1;"Saarland";3.06;128.1;NA
1899;1;"Sachsen";1.87;48.1;NA
1899;1;"Sachsen.Anhalt";2.43;55.8;NA
1899;1;"Thueringen.Sachsen.Anhalt";1.95;61;NA
1899;1;"Thueringen";1.34;67.6;NA
1899;1;"Deutschland";2.13;83.6;NA
1899;2;"Brandenburg.Berlin";2.15;18.3;NA
1899;2;"Brandenburg";2.14;18.4;NA
1899;2;"Baden.Wuerttemberg";2.38;22.2;NA
1899;2;"Bayern";0.53;25.5;NA
1899;2;"Hessen";1.98;28.1;NA
1899;2;"Mecklenburg.Vorpommern";2.09;32.2;NA
1899;2;"Niedersachsen";2.8;33.2;NA
1899;2;"Niedersachsen.Hamburg.Bremen";2.81;33.3;NA
1899;2;"Nordrhein.Westfalen";3.26;33.8;NA
1899;2;"Rheinland.Pfalz";2.54;28;NA
1899;2;"Schleswig.Holstein";2.71;48.5;NA
1899;2;"Saarland";3;24.7;NA
1899;2;"Sachsen";1.57;20.2;NA
1899;2;"Sachsen.Anhalt";2.34;17.8;NA
1899;2;"Thueringen.Sachsen.Anhalt";1.94;21.8;NA
1899;2;"Thueringen";1.44;26.8;NA
1899;2;"Deutschland";2.03;27.5;NA
1899;3;"Brandenburg.Berlin";2.63;21.4;NA
1899;3;"Brandenburg";2.61;21.4;NA
1899;3;"Baden.Wuerttemberg";3.36;22.6;NA
1899;3;"Bayern";1.9;23.1;NA
1899;3;"Hessen";2.6;26;NA
1899;3;"Mecklenburg.Vorpommern";1.91;29.6;NA
1899;3;"Niedersachsen";2.82;23.5;NA
1899;3;"Niedersachsen.Hamburg.Bremen";2.82;23.5;NA
1899;3;"Nordrhein.Westfalen";3.29;31;NA
1899;3;"Rheinland.Pfalz";3.14;27;NA
1899;3;"Schleswig.Holstein";2.09;30.3;NA
1899;3;"Saarland";3.61;29;NA
1899;3;"Sachsen";2.09;26.7;NA
1899;3;"Sachsen.Anhalt";2.84;20.7;NA
1899;3;"Thueringen.Sachsen.Anhalt";2.42;22.3;NA
1899;3;"Thueringen";1.89;24.3;NA
1899;3;"Deutschland";2.56;25;NA
1899;4;"Brandenburg.Berlin";8.04;35.4;NA
1899;4;"Brandenburg";8.03;35.5;NA
1899;4;"Baden.Wuerttemberg";7.28;158.7;NA
1899;4;"Bayern";6.38;110.7;NA
1899;4;"Hessen";7.14;85.6;NA
1899;4;"Mecklenburg.Vorpommern";6.96;49.3;NA
1899;4;"Niedersachsen";7.22;66.2;NA
1899;4;"Niedersachsen.Hamburg.Bremen";7.23;65.9;NA
1899;4;"Nordrhein.Westfalen";7.37;104.3;NA
1899;4;"Rheinland.Pfalz";7.4;96.7;NA
1899;4;"Schleswig.Holstein";6.75;65.6;NA
1899;4;"Saarland";7.72;113.3;NA
1899;4;"Sachsen";7.3;63.6;NA
1899;4;"Sachsen.Anhalt";7.84;41.4;NA
1899;4;"Thueringen.Sachsen.Anhalt";7.28;53.6;NA
1899;4;"Thueringen";6.57;68.9;NA
1899;4;"Deutschland";7.13;85.9;NA
1899;5;"Brandenburg.Berlin";12.35;114.9;NA
1899;5;"Brandenburg";12.34;115;NA
1899;5;"Baden.Wuerttemberg";11.01;73;NA
1899;5;"Bayern";10.39;100.4;NA
1899;5;"Hessen";11;57.2;NA
1899;5;"Mecklenburg.Vorpommern";11.35;36.6;NA
1899;5;"Niedersachsen";11.13;97.5;NA
1899;5;"Niedersachsen.Hamburg.Bremen";11.13;96.5;NA
1899;5;"Nordrhein.Westfalen";10.93;95.3;NA
1899;5;"Rheinland.Pfalz";10.92;54.3;NA
1899;5;"Schleswig.Holstein";10.93;41.9;NA
1899;5;"Saarland";10.75;51.6;NA
1899;5;"Sachsen";11.19;191.7;NA
1899;5;"Sachsen.Anhalt";11.84;120.7;NA
1899;5;"Thueringen.Sachsen.Anhalt";11.25;125.9;NA
1899;5;"Thueringen";10.51;132.4;NA
1899;5;"Deutschland";11.06;93;NA
1899;6;"Brandenburg.Berlin";14.93;47.2;NA
1899;6;"Brandenburg";14.92;47.4;NA
1899;6;"Baden.Wuerttemberg";15.06;70.7;NA
1899;6;"Bayern";14.2;73.1;NA
1899;6;"Hessen";14.8;55.1;NA
1899;6;"Mecklenburg.Vorpommern";14.05;30.8;NA
1899;6;"Niedersachsen";15;18.2;NA
1899;6;"Niedersachsen.Hamburg.Bremen";15.01;18.2;NA
1899;6;"Nordrhein.Westfalen";15.19;30.7;NA
1899;6;"Rheinland.Pfalz";15.23;48.7;NA
1899;6;"Schleswig.Holstein";14.89;17.8;NA
1899;6;"Saarland";15.72;24.8;NA
1899;6;"Sachsen";14.23;77.6;NA
1899;6;"Sachsen.Anhalt";15.17;36.8;NA
1899;6;"Thueringen.Sachsen.Anhalt";14.61;47.5;NA
1899;6;"Thueringen";13.91;60.9;NA
1899;6;"Deutschland";14.72;48.8;NA
1899;7;"Brandenburg.Berlin";18.52;111;NA
1899;7;"Brandenburg";18.5;111.4;NA
1899;7;"Baden.Wuerttemberg";16.95;82.9;NA
1899;7;"Bayern";16.3;81;NA
1899;7;"Hessen";16.98;99;NA
1899;7;"Mecklenburg.Vorpommern";18.19;86.6;NA
1899;7;"Niedersachsen";17.84;89.3;NA
1899;7;"Niedersachsen.Hamburg.Bremen";17.85;88.8;NA
1899;7;"Nordrhein.Westfalen";17.46;106.2;NA
1899;7;"Rheinland.Pfalz";17.03;77.9;NA
1899;7;"Schleswig.Holstein";18.02;96.1;NA
1899;7;"Saarland";17.16;89.3;NA
1899;7;"Sachsen";17.07;136.5;NA
1899;7;"Sachsen.Anhalt";18.06;122.9;NA
1899;7;"Thueringen.Sachsen.Anhalt";17.37;118.7;NA
1899;7;"Thueringen";16.5;113.4;NA
1899;7;"Deutschland";17.31;95.9;NA
1899;8;"Brandenburg.Berlin";17.17;17.5;NA
1899;8;"Brandenburg";17.16;17.6;NA
1899;8;"Baden.Wuerttemberg";17.65;49.1;NA
1899;8;"Bayern";16.12;67;NA
1899;8;"Hessen";16.99;34.8;NA
1899;8;"Mecklenburg.Vorpommern";16.24;27.4;NA
1899;8;"Niedersachsen";16.66;26.3;NA
1899;8;"Niedersachsen.Hamburg.Bremen";16.66;26.4;NA
1899;8;"Nordrhein.Westfalen";17.42;17.4;NA
1899;8;"Rheinland.Pfalz";17.61;35.7;NA
1899;8;"Schleswig.Holstein";16.04;30.1;NA
1899;8;"Saarland";17.83;39.2;NA
1899;8;"Sachsen";16.27;43;NA
1899;8;"Sachsen.Anhalt";17.17;16.7;NA
1899;8;"Thueringen.Sachsen.Anhalt";16.58;27.2;NA
1899;8;"Thueringen";15.84;40.5;NA
1899;8;"Deutschland";16.77;37.3;NA
1899;9;"Brandenburg.Berlin";13.01;77.3;NA
1899;9;"Brandenburg";13;77.5;NA
1899;9;"Baden.Wuerttemberg";12.73;110.7;NA
1899;9;"Bayern";11.88;176.5;NA
1899;9;"Hessen";12.33;112.7;NA
1899;9;"Mecklenburg.Vorpommern";12.4;72.3;NA
1899;9;"Niedersachsen";12.62;108.1;NA
1899;9;"Niedersachsen.Hamburg.Bremen";12.62;107.8;NA
1899;9;"Nordrhein.Westfalen";12.78;124.1;NA
1899;9;"Rheinland.Pfalz";12.67;101.5;NA
1899;9;"Schleswig.Holstein";12.39;132.8;NA
1899;9;"Saarland";12.87;96.9;NA
1899;9;"Sachsen";12.59;131.1;NA
1899;9;"Sachsen.Anhalt";12.79;100.2;NA
1899;9;"Thueringen.Sachsen.Anhalt";12.34;109.2;NA
1899;9;"Thueringen";11.76;120.6;NA
1899;9;"Deutschland";12.47;120.6;NA
1899;10;"Brandenburg.Berlin";8.17;16.1;NA
1899;10;"Brandenburg";8.17;16.1;NA
1899;10;"Baden.Wuerttemberg";8.3;39.1;NA
1899;10;"Bayern";6.95;35.2;NA
1899;10;"Hessen";7.41;29.1;NA
1899;10;"Mecklenburg.Vorpommern";7.99;26.3;NA
1899;10;"Niedersachsen";7.98;36.6;NA
1899;10;"Niedersachsen.Hamburg.Bremen";7.99;36.9;NA
1899;10;"Nordrhein.Westfalen";8.14;32.4;NA
1899;10;"Rheinland.Pfalz";7.62;40.1;NA
1899;10;"Schleswig.Holstein";8.15;55.8;NA
1899;10;"Saarland";7.99;55;NA
1899;10;"Sachsen";7.84;20.2;NA
1899;10;"Sachsen.Anhalt";8.14;13.7;NA
1899;10;"Thueringen.Sachsen.Anhalt";7.65;17.9;NA
1899;10;"Thueringen";7.03;23.3;NA
1899;10;"Deutschland";7.75;31.7;NA
1899;11;"Brandenburg.Berlin";7.27;28;NA
1899;11;"Brandenburg";7.26;28;NA
1899;11;"Baden.Wuerttemberg";5.17;22.8;NA
1899;11;"Bayern";4.22;30.4;NA
1899;11;"Hessen";6.36;34.1;NA
1899;11;"Mecklenburg.Vorpommern";7.23;35.6;NA
1899;11;"Niedersachsen";7.83;47.4;NA
1899;11;"Niedersachsen.Hamburg.Bremen";7.83;47.5;NA
1899;11;"Nordrhein.Westfalen";7.75;43.9;NA
1899;11;"Rheinland.Pfalz";6.22;28.9;NA
1899;11;"Schleswig.Holstein";7.69;60.9;NA
1899;11;"Saarland";6.25;26.2;NA
1899;11;"Sachsen";6.42;37.6;NA
1899;11;"Sachsen.Anhalt";7.36;27.7;NA
1899;11;"Thueringen.Sachsen.Anhalt";6.77;32.4;NA
1899;11;"Thueringen";6.04;38.2;NA
1899;11;"Deutschland";6.38;35.4;NA
1899;12;"Brandenburg.Berlin";-3.45;34.5;NA
1899;12;"Brandenburg";-3.45;34.5;NA
1899;12;"Baden.Wuerttemberg";-2.96;75.7;NA
1899;12;"Bayern";-5.35;60.9;NA
1899;12;"Hessen";-2.82;40.9;NA
1899;12;"Mecklenburg.Vorpommern";-3.05;37.3;NA
1899;12;"Niedersachsen";-2.22;38.8;NA
1899;12;"Niedersachsen.Hamburg.Bremen";-2.21;38.8;NA
1899;12;"Nordrhein.Westfalen";-1.69;47.9;NA
1899;12;"Rheinland.Pfalz";-2.21;62;NA
1899;12;"Schleswig.Holstein";-1.93;40.9;NA
1899;12;"Saarland";-1.95;72.5;NA
1899;12;"Sachsen";-3.57;41.2;NA
1899;12;"Sachsen.Anhalt";-3.22;30.3;NA
1899;12;"Thueringen.Sachsen.Anhalt";-3.64;32.8;NA
1899;12;"Thueringen";-4.17;36;NA
1899;12;"Deutschland";-3.26;48.5;NA
1900;1;"Brandenburg.Berlin";0.26;60.2;NA
1900;1;"Brandenburg";0.26;60.5;NA
1900;1;"Baden.Wuerttemberg";1.15;152.9;NA
1900;1;"Bayern";-0.55;125;NA
1900;1;"Hessen";1.27;98.5;NA
1900;1;"Mecklenburg.Vorpommern";-0.32;63.5;NA
1900;1;"Niedersachsen";1.41;70.9;NA
1900;1;"Niedersachsen.Hamburg.Bremen";1.41;70.8;NA
1900;1;"Nordrhein.Westfalen";2.18;102.4;NA
1900;1;"Rheinland.Pfalz";1.85;117.3;NA
1900;1;"Schleswig.Holstein";0.52;82.3;NA
1900;1;"Saarland";2.19;151.7;NA
1900;1;"Sachsen";0.4;86.3;NA
1900;1;"Sachsen.Anhalt";0.9;62.5;NA
1900;1;"Thueringen.Sachsen.Anhalt";0.67;72;NA
1900;1;"Thueringen";0.38;84.1;NA
1900;1;"Deutschland";0.71;97.6;NA
1900;2;"Brandenburg.Berlin";0.47;38;NA
1900;2;"Brandenburg";0.46;38.2;NA
1900;2;"Baden.Wuerttemberg";2.3;80.5;NA
1900;2;"Bayern";0.79;66.6;NA
1900;2;"Hessen";1.46;54.9;NA
1900;2;"Mecklenburg.Vorpommern";0.17;30.9;NA
1900;2;"Niedersachsen";1.19;42.3;NA
1900;2;"Niedersachsen.Hamburg.Bremen";1.19;42.2;NA
1900;2;"Nordrhein.Westfalen";1.98;61.9;NA
1900;2;"Rheinland.Pfalz";2.09;64.9;NA
1900;2;"Schleswig.Holstein";0.45;52.8;NA
1900;2;"Saarland";2.47;88;NA
1900;2;"Sachsen";0.49;76.2;NA
1900;2;"Sachsen.Anhalt";0.74;42.3;NA
1900;2;"Thueringen.Sachsen.Anhalt";0.69;46.3;NA
1900;2;"Thueringen";0.62;51.2;NA
1900;2;"Deutschland";1.13;56.6;NA
1900;3;"Brandenburg.Berlin";0.61;29.7;NA
1900;3;"Brandenburg";0.59;29.8;NA
1900;3;"Baden.Wuerttemberg";0.45;60.6;NA
1900;3;"Bayern";-0.83;70;NA
1900;3;"Hessen";0.84;32.6;NA
1900;3;"Mecklenburg.Vorpommern";0.39;21.5;NA
1900;3;"Niedersachsen";1.46;18.1;NA
1900;3;"Niedersachsen.Hamburg.Bremen";1.47;18;NA
1900;3;"Nordrhein.Westfalen";1.9;22.7;NA
1900;3;"Rheinland.Pfalz";1.37;35.3;NA
1900;3;"Schleswig.Holstein";0.97;14.2;NA
1900;3;"Saarland";1.43;33.1;NA
1900;3;"Sachsen";-0.18;59.2;NA
1900;3;"Sachsen.Anhalt";0.97;26.7;NA
1900;3;"Thueringen.Sachsen.Anhalt";0.5;33.3;NA
1900;3;"Thueringen";-0.1;41.5;NA
1900;3;"Deutschland";0.56;39.7;NA
1900;4;"Brandenburg.Berlin";6.97;48.6;NA
1900;4;"Brandenburg";6.96;48.5;NA
1900;4;"Baden.Wuerttemberg";6.84;41.4;NA
1900;4;"Bayern";5.56;62.7;NA
1900;4;"Hessen";6.83;36.3;NA
1900;4;"Mecklenburg.Vorpommern";5.94;53.2;NA
1900;4;"Niedersachsen";6.61;47.3;NA
1900;4;"Niedersachsen.Hamburg.Bremen";6.61;47.4;NA
1900;4;"Nordrhein.Westfalen";7.06;45.1;NA
1900;4;"Rheinland.Pfalz";7.28;27.2;NA
1900;4;"Schleswig.Holstein";5.58;59.9;NA
1900;4;"Saarland";7.67;35.2;NA
1900;4;"Sachsen";6.49;44.2;NA
1900;4;"Sachsen.Anhalt";7.11;37.3;NA
1900;4;"Thueringen.Sachsen.Anhalt";6.62;39.8;NA
1900;4;"Thueringen";5.99;43;NA
1900;4;"Deutschland";6.46;47.8;NA
1900;5;"Brandenburg.Berlin";11.93;34.3;NA
1900;5;"Brandenburg";11.91;34.4;NA
1900;5;"Baden.Wuerttemberg";10.69;77.5;NA
1900;5;"Bayern";9.96;84.8;NA
1900;5;"Hessen";10.79;50.5;NA
1900;5;"Mecklenburg.Vorpommern";10.62;32.2;NA
1900;5;"Niedersachsen";11.27;26;NA
1900;5;"Niedersachsen.Hamburg.Bremen";11.27;25.9;NA
1900;5;"Nordrhein.Westfalen";11.16;46.4;NA
1900;5;"Rheinland.Pfalz";10.97;48.7;NA
1900;5;"Schleswig.Holstein";10.7;24.7;NA
1900;5;"Saarland";11.13;37.7;NA
1900;5;"Sachsen";10.83;65.8;NA
1900;5;"Sachsen.Anhalt";11.77;41.4;NA
1900;5;"Thueringen.Sachsen.Anhalt";11.09;56.6;NA
1900;5;"Thueringen";10.25;75.8;NA
1900;5;"Deutschland";10.84;53.8;NA
1900;6;"Brandenburg.Berlin";16.99;95;NA
1900;6;"Brandenburg";16.98;94.6;NA
1900;6;"Baden.Wuerttemberg";16.28;64.9;NA
1900;6;"Bayern";15.39;91.4;NA
1900;6;"Hessen";15.87;92.8;NA
1900;6;"Mecklenburg.Vorpommern";15.76;72.2;NA
1900;6;"Niedersachsen";15.91;111.9;NA
1900;6;"Niedersachsen.Hamburg.Bremen";15.91;111.7;NA
1900;6;"Nordrhein.Westfalen";15.77;111.7;NA
1900;6;"Rheinland.Pfalz";16.17;71.4;NA
1900;6;"Schleswig.Holstein";15.5;76.8;NA
1900;6;"Saarland";16.56;34.7;NA
1900;6;"Sachsen";16.17;112.3;NA
1900;6;"Sachsen.Anhalt";16.67;97.5;NA
1900;6;"Thueringen.Sachsen.Anhalt";16.14;98.8;NA
1900;6;"Thueringen";15.47;100.4;NA
1900;6;"Deutschland";15.95;92.2;NA
1900;7;"Brandenburg.Berlin";19.55;58.4;NA
1900;7;"Brandenburg";19.53;58.5;NA
1900;7;"Baden.Wuerttemberg";18.49;118.8;NA
1900;7;"Bayern";17.69;101.8;NA
1900;7;"Hessen";18.34;96.7;NA
1900;7;"Mecklenburg.Vorpommern";18.61;47.4;NA
1900;7;"Niedersachsen";18.48;84.3;NA
1900;7;"Niedersachsen.Hamburg.Bremen";18.48;84.2;NA
1900;7;"Nordrhein.Westfalen";18.53;100.5;NA
1900;7;"Rheinland.Pfalz";18.7;90.7;NA
1900;7;"Schleswig.Holstein";17.97;75.8;NA
1900;7;"Saarland";19.16;79.4;NA
1900;7;"Sachsen";18.51;81.7;NA
1900;7;"Sachsen.Anhalt";19.08;60.4;NA
1900;7;"Thueringen.Sachsen.Anhalt";18.47;72.5;NA
1900;7;"Thueringen";17.69;87.7;NA
1900;7;"Deutschland";18.42;87.4;NA
1900;8;"Brandenburg.Berlin";17.58;45.4;NA
1900;8;"Brandenburg";17.56;45.8;NA
1900;8;"Baden.Wuerttemberg";15.98;89.1;NA
1900;8;"Bayern";15.42;54.8;NA
1900;8;"Hessen";15.74;80.4;NA
1900;8;"Mecklenburg.Vorpommern";16.68;76.7;NA
1900;8;"Niedersachsen";16.4;87.4;NA
1900;8;"Niedersachsen.Hamburg.Bremen";16.41;87.2;NA
1900;8;"Nordrhein.Westfalen";15.82;102;NA
1900;8;"Rheinland.Pfalz";15.79;73.2;NA
1900;8;"Schleswig.Holstein";16.44;90.6;NA
1900;8;"Saarland";15.93;63.5;NA
1900;8;"Sachsen";16.77;44.7;NA
1900;8;"Sachsen.Anhalt";17.07;56.6;NA
1900;8;"Thueringen.Sachsen.Anhalt";16.34;59;NA
1900;8;"Thueringen";15.43;62;NA
1900;8;"Deutschland";16.17;71.8;NA
1900;9;"Brandenburg.Berlin";14.41;29.1;NA
1900;9;"Brandenburg";14.4;28.9;NA
1900;9;"Baden.Wuerttemberg";14.48;44.7;NA
1900;9;"Bayern";13.42;40.7;NA
1900;9;"Hessen";13.32;35.3;NA
1900;9;"Mecklenburg.Vorpommern";13.9;21.9;NA
1900;9;"Niedersachsen";13.76;22.7;NA
1900;9;"Niedersachsen.Hamburg.Bremen";13.77;22.6;NA
1900;9;"Nordrhein.Westfalen";13.52;28.5;NA
1900;9;"Rheinland.Pfalz";13.56;32.4;NA
1900;9;"Schleswig.Holstein";13.73;33.3;NA
1900;9;"Saarland";13.94;22.6;NA
1900;9;"Sachsen";13.84;39;NA
1900;9;"Sachsen.Anhalt";14.21;32.9;NA
1900;9;"Thueringen.Sachsen.Anhalt";13.68;32.6;NA
1900;9;"Thueringen";13.02;32.2;NA
1900;9;"Deutschland";13.77;33.1;NA
1900;10;"Brandenburg.Berlin";9.29;49.3;NA
1900;10;"Brandenburg";9.28;49.6;NA
1900;10;"Baden.Wuerttemberg";8.67;72.8;NA
1900;10;"Bayern";7.63;69.2;NA
1900;10;"Hessen";8.3;95.3;NA
1900;10;"Mecklenburg.Vorpommern";9.06;72.2;NA
1900;10;"Niedersachsen";9.28;98.9;NA
1900;10;"Niedersachsen.Hamburg.Bremen";9.29;99;NA
1900;10;"Nordrhein.Westfalen";9.08;106.9;NA
1900;10;"Rheinland.Pfalz";8.51;96.8;NA
1900;10;"Schleswig.Holstein";9.08;122.5;NA
1900;10;"Saarland";8.57;99.2;NA
1900;10;"Sachsen";8.55;52.4;NA
1900;10;"Sachsen.Anhalt";9.19;57.8;NA
1900;10;"Thueringen.Sachsen.Anhalt";8.58;65.2;NA
1900;10;"Thueringen";7.81;74.6;NA
1900;10;"Deutschland";8.64;80;NA
1900;11;"Brandenburg.Berlin";4.91;41;NA
1900;11;"Brandenburg";4.9;40.9;NA
1900;11;"Baden.Wuerttemberg";4.62;48.1;NA
1900;11;"Bayern";3.98;38.9;NA
1900;11;"Hessen";4.68;49.7;NA
1900;11;"Mecklenburg.Vorpommern";4.71;27.1;NA
1900;11;"Niedersachsen";5.16;30.7;NA
1900;11;"Niedersachsen.Hamburg.Bremen";5.16;30.5;NA
1900;11;"Nordrhein.Westfalen";5.45;38.9;NA
1900;11;"Rheinland.Pfalz";4.76;51.2;NA
1900;11;"Schleswig.Holstein";5.07;25.7;NA
1900;11;"Saarland";5.07;58.8;NA
1900;11;"Sachsen";4.87;44.2;NA
1900;11;"Sachsen.Anhalt";4.87;40.4;NA
1900;11;"Thueringen.Sachsen.Anhalt";4.57;44.5;NA
1900;11;"Thueringen";4.19;49.8;NA
1900;11;"Deutschland";4.72;39.8;NA
1900;12;"Brandenburg.Berlin";2.95;36.4;NA
1900;12;"Brandenburg";2.94;36.6;NA
1900;12;"Baden.Wuerttemberg";2.5;100.6;NA
1900;12;"Bayern";1.09;81.8;NA
1900;12;"Hessen";2.76;81.2;NA
1900;12;"Mecklenburg.Vorpommern";3.45;39.3;NA
1900;12;"Niedersachsen";4.02;54.5;NA
1900;12;"Niedersachsen.Hamburg.Bremen";4.03;54.3;NA
1900;12;"Nordrhein.Westfalen";4.09;97;NA
1900;12;"Rheinland.Pfalz";3.17;78;NA
1900;12;"Schleswig.Holstein";4.13;53.8;NA
1900;12;"Saarland";3.5;90;NA
1900;12;"Sachsen";2.35;62.4;NA
1900;12;"Sachsen.Anhalt";3.18;41.9;NA
1900;12;"Thueringen.Sachsen.Anhalt";2.75;55.6;NA
1900;12;"Thueringen";2.2;72.8;NA
1900;12;"Deutschland";2.83;69.6;NA
1901;1;"Brandenburg.Berlin";-4.02;30.5;NA
1901;1;"Brandenburg";-4.03;30.5;NA
1901;1;"Baden.Wuerttemberg";-2.67;44.4;NA
1901;1;"Bayern";-4.96;43.9;NA
1901;1;"Hessen";-4.06;57.6;NA
1901;1;"Mecklenburg.Vorpommern";-3.91;34.8;NA
1901;1;"Niedersachsen";-3.32;46.3;NA
1901;1;"Niedersachsen.Hamburg.Bremen";-3.31;46.1;NA
1901;1;"Nordrhein.Westfalen";-1.73;64.7;NA
1901;1;"Rheinland.Pfalz";-2.43;40.1;NA
1901;1;"Schleswig.Holstein";-2.94;47.6;NA
1901;1;"Saarland";-1.86;47.1;NA
1901;1;"Sachsen";-4.41;35.7;NA
1901;1;"Sachsen.Anhalt";-4.34;37.1;NA
1901;1;"Thueringen.Sachsen.Anhalt";-5.1;45.7;NA
1901;1;"Thueringen";-6.06;56.6;NA
1901;1;"Deutschland";-3.73;45.1;NA
1901;2;"Brandenburg.Berlin";-3.93;17.4;NA
1901;2;"Brandenburg";-3.96;17.5;NA
1901;2;"Baden.Wuerttemberg";-4.99;35.3;NA
1901;2;"Bayern";-6.02;33.1;NA
1901;2;"Hessen";-4.28;38.3;NA
1901;2;"Mecklenburg.Vorpommern";-3.71;22.1;NA
1901;2;"Niedersachsen";-2.38;40.5;NA
1901;2;"Niedersachsen.Hamburg.Bremen";-2.37;40.4;NA
1901;2;"Nordrhein.Westfalen";-2.68;51;NA
1901;2;"Rheinland.Pfalz";-3.69;34.2;NA
1901;2;"Schleswig.Holstein";-2.41;28.6;NA
1901;2;"Saarland";-3.52;33.4;NA
1901;2;"Sachsen";-4.93;45.7;NA
1901;2;"Sachsen.Anhalt";-3.75;30.9;NA
1901;2;"Thueringen.Sachsen.Anhalt";-4.29;36.5;NA
1901;2;"Thueringen";-4.97;43.5;NA
1901;2;"Deutschland";-4.13;35.1;NA
1901;3;"Brandenburg.Berlin";2.35;37.9;NA
1901;3;"Brandenburg";2.33;38.4;NA
1901;3;"Baden.Wuerttemberg";1.95;70.1;NA
1901;3;"Bayern";1.63;54.5;NA
1901;3;"Hessen";2.43;54.7;NA
1901;3;"Mecklenburg.Vorpommern";1.62;41.4;NA
1901;3;"Niedersachsen";2.6;48.9;NA
1901;3;"Niedersachsen.Hamburg.Bremen";2.6;49;NA
1901;3;"Nordrhein.Westfalen";2.84;66.8;NA
1901;3;"Rheinland.Pfalz";2.75;63.5;NA
1901;3;"Schleswig.Holstein";1.9;56.1;NA
1901;3;"Saarland";2.86;81.3;NA
1901;3;"Sachsen";1.45;78.9;NA
1901;3;"Sachsen.Anhalt";2.39;38.1;NA
1901;3;"Thueringen.Sachsen.Anhalt";1.97;49.4;NA
1901;3;"Thueringen";1.45;63.7;NA
1901;3;"Deutschland";2.13;55.8;NA
1901;4;"Brandenburg.Berlin";8.54;39.9;NA
1901;4;"Brandenburg";8.53;39.8;NA
1901;4;"Baden.Wuerttemberg";8.1;110.6;NA
1901;4;"Bayern";7.52;88.6;NA
1901;4;"Hessen";8.25;70.6;NA
1901;4;"Mecklenburg.Vorpommern";7.35;46;NA
1901;4;"Niedersachsen";8.2;70.7;NA
1901;4;"Niedersachsen.Hamburg.Bremen";8.2;70.6;NA
1901;4;"Nordrhein.Westfalen";8.61;85.1;NA
1901;4;"Rheinland.Pfalz";8.54;75.7;NA
1901;4;"Schleswig.Holstein";7.26;69.4;NA
1901;4;"Saarland";8.83;113.1;NA
1901;4;"Sachsen";7.86;47.1;NA
1901;4;"Sachsen.Anhalt";8.48;41.9;NA
1901;4;"Thueringen.Sachsen.Anhalt";8.01;47.4;NA
1901;4;"Thueringen";7.42;54.2;NA
1901;4;"Deutschland";8.02;72.4;NA
1901;5;"Brandenburg.Berlin";13.92;42.8;NA
1901;5;"Brandenburg";13.91;42.9;NA
1901;5;"Baden.Wuerttemberg";12.87;29.5;NA
1901;5;"Bayern";12.49;41.3;NA
1901;5;"Hessen";12.9;34.3;NA
1901;5;"Mecklenburg.Vorpommern";12.47;40.2;NA
1901;5;"Niedersachsen";12.65;37.4;NA
1901;5;"Niedersachsen.Hamburg.Bremen";12.65;38.1;NA
1901;5;"Nordrhein.Westfalen";12.82;26.9;NA
1901;5;"Rheinland.Pfalz";12.99;34;NA
1901;5;"Schleswig.Holstein";12.2;53.7;NA
1901;5;"Saarland";12.93;42.5;NA
1901;5;"Sachsen";12.89;53.7;NA
1901;5;"Sachsen.Anhalt";13.67;34.6;NA
1901;5;"Thueringen.Sachsen.Anhalt";13.02;40.1;NA
1901;5;"Thueringen";12.2;47.1;NA
1901;5;"Deutschland";12.82;38.6;NA
1901;6;"Brandenburg.Berlin";16.52;50.9;NA
1901;6;"Brandenburg";16.51;51.3;NA
1901;6;"Baden.Wuerttemberg";15.96;98.3;NA
1901;6;"Bayern";15.68;97;NA
1901;6;"Hessen";15.54;52.3;NA
1901;6;"Mecklenburg.Vorpommern";14.91;57.7;NA
1901;6;"Niedersachsen";15.18;46.6;NA
1901;6;"Niedersachsen.Hamburg.Bremen";15.17;46.7;NA
1901;6;"Nordrhein.Westfalen";15.31;45.2;NA
1901;6;"Rheinland.Pfalz";16.04;46.7;NA
1901;6;"Schleswig.Holstein";14.55;77.5;NA
1901;6;"Saarland";16.27;50.9;NA
1901;6;"Sachsen";16.03;67.4;NA
